Player,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Paul Reed,8.8,3.9,1.1,1.3,0.6,0.587,0.625,0.1,0.8,8,12.3,1.9,3.3,4.0,1.3
Noah Clowney,8.8,3.5,1.3,0.3,0.5,0.333,0.882,1.0,1.3,6,19.2,2.5,1.7,5.0,1.7
Zaccharie Risacher,8.7,5.1,1.1,0.7,1.1,0.524,0.778,1.4,1.0,7,19.4,1.0,1.7,5.7,2.0
Draymond Green,8.7,5.2,6.3,0.5,1.2,0.432,0.5,2.2,2.7,6,29.6,0.2,1.0,10.4,2.0
Tyler Burton,8.6,4.4,0.8,0.4,1.0,0.293,0.846,1.6,1.4,5,24.7,2.2,0.8,2.0,2.6
Jevon Carter,8.5,2.4,2.4,0.3,0.8,0.41,0.5,1.9,1.1,8,19.7,0.4,1.3,10.0,1.5
Tyson Etienne,8.5,1.7,1.5,0.0,0.3,0.361,0.857,2.2,1.0,6,16.7,2.0,0.0,8.5,2.5
Kasparas Jakucionis,8.5,3.0,2.3,0.3,0.8,0.5,0.8,1.5,0.8,6,22.6,0.7,1.7,7.0,2.3
Jaylon Tyson,8.5,3.7,2.0,0.3,0.2,0.417,0.5,1.5,1.2,6,20.0,0.3,1.8,7.5,1.8
Julian Reese,8.5,7.5,2.0,1.0,0.5,0.546,0.833,0.0,2.5,2,24.7,2.5,3.0,1.8,4.0
Jett Howard,8.4,2.7,0.9,0.3,0.4,0.42,1.0,1.6,0.6,7,20.9,0.9,1.4,4.0,1.9
T.J. McConnell,8.4,3.4,8.0,0.0,0.4,0.439,0.857,0.0,1.2,5,21.1,1.2,3.6,15.5,1.2
Kobe Brown,8.3,4.6,1.3,0.6,0.3,0.513,0.778,1.6,1.7,7,23.4,1.0,1.3,4.0,2.6
MarJon Beauchamp,8.3,2.5,1.0,0.3,0.7,0.515,0.778,1.5,0.7,6,16.6,1.2,1.3,2.0,1.7
Jonathan Kuminga,8.3,7.3,2.0,0.0,0.3,0.409,0.556,0.7,1.7,3,18.9,1.7,2.3,4.5,2.0
Caris LeVert,8.2,2.7,3.0,0.5,1.2,0.375,0.5,1.5,1.7,6,20.2,0.7,1.5,12.2,1.2
Ben Saraf,8.0,1.7,4.3,0.1,1.1,0.426,0.889,0.0,2.9,7,23.1,2.3,2.9,13.9,2.6
Oso Ighodaro,8.0,5.7,4.3,0.6,0.9,0.625,0.429,0.0,0.9,7,28.4,0.9,3.6,3.0,3.9
Jamir Watkins,8.0,3.6,2.4,1.0,2.2,0.536,0.5,1.0,1.6,5,20.2,1.0,2.0,8.3,1.8
Kenrich Williams,8.0,4.0,1.7,0.0,1.7,0.5,0.667,0.7,1.0,3,17.9,1.3,2.3,0.7,1.0
Bogdan Bogdanovic,8.0,1.0,1.0,0.0,0.0,0.6,0.5,1.5,1.0,2,16.0,0.5,1.5,0.5,1.5
Kevin Huerter,7.9,3.3,2.6,0.6,1.0,0.387,1.0,0.9,0.5,8,21.0,1.0,2.1,7.0,1.1
Nolan Traore,7.9,1.6,3.6,0.9,0.6,0.286,0.714,1.3,3.1,7,19.8,1.4,1.3,8.9,2.6
Trendon Watford,7.8,3.1,2.6,1.0,0.6,0.5,0.8,0.0,1.8,8,18.8,1.5,3.1,7.7,3.3
Thomas Bryant,7.7,3.1,0.1,0.6,0.4,0.463,0.636,1.3,0.3,7,15.1,1.0,1.4,0.0,1.0
Killian Hayes,7.7,3.6,3.9,0.4,0.7,0.392,0.875,1.0,2.0,7,22.2,1.0,1.9,11.7,2.0
Bruce Brown Jr.,7.7,2.3,1.3,0.3,0.1,0.447,0.75,1.1,1.0,7,19.1,1.7,1.3,6.0,1.3
Sam Hauser,7.7,4.1,1.3,0.1,0.7,0.359,0.0,2.3,0.3,7,25.3,0.0,0.4,2.0,1.6
Jalen Slawson,7.6,4.6,3.0,1.6,1.6,0.375,0.889,1.2,1.0,5,25.6,1.6,1.2,1.7,2.6
Marcus Sasser,7.5,1.8,2.9,0.0,1.1,0.368,1.0,1.9,1.0,8,20.5,0.4,0.8,8.0,2.4
Guerschon Yabusele,7.5,4.3,1.3,0.3,1.2,0.433,0.833,1.5,1.0,6,21.0,1.7,0.7,5.5,0.8
Cam Thomas,7.5,0.7,2.3,0.2,0.5,0.472,0.438,0.7,1.2,6,13.8,1.2,2.2,3.8,0.7
Gradey Dick,7.5,0.8,0.8,0.0,0.5,0.48,0.75,0.8,0.8,4,9.7,0.8,2.3,0.5,1.5
Donte DiVincenzo,7.4,4.3,2.8,0.4,0.9,0.319,0.5,1.8,1.5,8,28.9,0.1,1.0,18.2,2.3
Micah Potter,7.4,3.4,0.6,0.2,0.4,0.52,1.0,0.8,0.4,5,11.4,1.4,1.8,1.0,1.2
Chaney Johnson,7.3,5.0,2.1,0.6,1.3,0.5,0.722,0.6,0.9,7,21.1,1.9,1.9,10.0,2.9
Derik Queen,7.3,4.3,2.2,1.0,0.7,0.429,1.0,0.8,1.8,6,17.8,2.5,1.2,8.0,1.3
Ben Sheppard,7.3,2.7,1.2,0.2,0.5,0.546,0.0,1.3,1.0,6,18.4,0.0,1.7,4.0,2.3
Jamal Cain,7.2,2.2,0.7,0.2,0.3,0.533,1.0,1.5,0.5,6,12.2,0.3,1.2,1.0,1.3
Landry Shamet,7.1,2.1,1.1,0.1,0.9,0.327,0.714,1.6,1.1,7,25.9,0.7,0.9,1.7,1.9
Carter Bryant,7.1,2.9,0.9,0.3,0.1,0.4,0.786,1.0,0.1,7,14.6,1.6,1.3,1.0,2.0
Baylor Scheierman,7.0,7.0,2.6,0.0,0.7,0.439,0.0,1.9,0.7,7,27.6,0.0,0.7,11.5,1.1
Rasheer Fleming,7.0,3.6,0.1,1.3,0.6,0.472,0.5,1.6,0.4,7,19.4,0.6,0.9,1.0,1.9
Mikal Bridges,7.0,5.1,2.9,0.9,0.7,0.312,0.8,1.0,0.9,7,28.6,0.6,1.7,10.5,1.7
Karlo Matkovic,7.0,5.3,0.5,0.7,0.7,0.519,0.889,1.0,0.3,6,18.0,1.3,1.3,0.0,2.0
Walter Clayton Jr.,7.0,1.8,4.6,0.2,0.2,0.293,1.0,0.6,2.8,5,24.0,1.6,1.8,9.8,1.0
DeJon Jarreau,7.0,5.5,3.8,0.5,0.8,0.462,0.6,0.3,2.0,4,21.2,0.8,2.8,4.7,2.3
Ausar Thompson,7.0,5.0,3.0,1.0,2.3,0.375,0.5,0.0,2.3,4,25.0,1.0,3.0,7.3,2.3
Lindy Waters III,7.0,2.0,2.0,0.0,0.0,0.556,0.0,2.0,0.5,2,13.3,0.0,0.5,2.0,1.0
Brook Lopez,6.8,3.0,1.8,1.5,0.3,0.429,0.5,0.8,0.5,8,25.4,0.8,1.9,0.7,2.0
Doug McDermott,6.8,1.7,0.7,0.2,0.2,0.389,0.0,2.2,0.3,6,21.7,0.0,0.2,2.0,1.0
Andre Drummond,6.8,10.4,2.8,0.6,0.4,0.378,1.0,0.8,1.2,5,24.2,0.4,2.0,8.3,3.0
Javonte Green,6.7,2.2,0.6,0.1,1.4,0.432,0.917,1.2,0.4,9,15.7,1.2,0.9,1.5,1.0
Tari Eason,6.7,7.1,1.6,0.3,1.3,0.299,0.857,0.1,1.7,7,25.9,0.9,2.7,8.0,2.4
Oscar Tshiebwe,6.7,5.3,0.9,0.0,0.9,0.606,0.583,0.0,0.3,7,16.5,1.0,2.9,0.5,0.9
Aaron Wiggins,6.7,3.2,1.3,0.2,0.7,0.421,0.667,0.7,1.0,6,17.7,0.7,2.0,1.0,1.3
Al Horford,6.7,5.0,3.0,1.7,0.0,0.296,0.0,1.3,1.0,3,22.6,0.0,1.3,9.0,1.0
Haywood Highsmith,6.6,2.6,1.4,0.0,0.8,0.5,0.833,1.6,0.0,5,16.1,1.0,0.4,0.0,1.6
Alex Caruso,6.5,4.0,1.3,0.3,2.0,0.385,1.0,0.5,1.0,4,18.2,1.0,2.0,3.5,0.8
Kevin Love,6.5,6.0,1.0,0.0,0.5,0.412,1.0,1.8,0.8,4,13.3,1.3,0.0,3.0,0.8
John Poulakidas,6.5,2.5,0.0,0.0,1.0,0.455,0.0,1.5,0.5,2,16.2,0.0,1.0,0.0,3.0
Seth Curry,6.5,1.0,2.0,0.0,0.0,0.5,1.0,1.0,0.0,2,9.6,1.5,1.0,0.0,0.0
Nic Claxton,6.4,6.6,2.4,1.1,0.1,0.452,0.539,0.0,1.3,7,22.3,1.0,2.7,9.0,1.3
Jabari Walker,6.4,2.2,0.6,0.0,0.6,0.546,1.0,0.8,1.0,5,12.6,0.8,1.6,1.5,1.6
Dean Wade,6.3,4.6,0.9,0.3,0.3,0.474,0.0,1.1,0.1,7,21.2,0.0,1.4,0.0,2.0
Corey Kispert,6.3,2.0,1.0,0.0,0.1,0.39,0.8,0.6,0.3,7,14.1,1.1,1.7,4.0,1.3
Taelon Peter,6.3,1.5,0.5,0.0,0.8,0.5,0.667,1.3,1.0,4,13.7,0.5,1.0,2.0,0.8
Mitchell Robinson,6.2,11.2,1.0,1.2,1.5,0.692,0.167,0.0,1.3,6,21.6,0.2,3.0,3.0,1.2
Drake Powell,6.2,1.5,1.2,0.5,0.2,0.342,1.0,1.2,1.0,6,23.6,0.7,1.0,3.5,1.5
Quenton Jackson,6.2,2.2,4.2,0.0,0.6,0.387,0.833,0.4,1.8,5,17.7,1.0,2.0,5.0,1.4
Spencer Jones,6.1,4.0,1.1,0.6,0.9,0.528,0.0,0.7,0.3,7,22.9,0.0,2.0,0.0,2.4
Cason Wallace,6.0,2.7,2.8,1.0,2.2,0.395,1.0,0.3,1.0,6,25.8,0.7,2.2,4.2,1.8
Norchad Omier,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,6.0,0.0,3.0,0.0,2.0
Adem Bona,5.9,6.6,0.7,1.1,0.7,0.455,0.846,0.0,1.0,7,21.7,1.6,2.1,4.0,1.7
Kris Dunn,5.8,4.0,3.4,0.1,2.5,0.391,0.5,1.1,1.1,8,26.9,0.1,1.1,4.5,2.6
Taurean Prince,5.8,2.0,0.8,0.0,0.5,0.448,0.0,1.5,0.3,6,17.7,0.0,0.7,3.0,1.8
Patrick Williams,5.8,2.0,0.8,0.8,0.6,0.281,1.0,1.2,1.8,5,21.2,1.0,0.6,3.0,2.0
Jock Landale,5.7,2.1,1.7,0.4,0.3,0.46,0.333,0.4,0.1,7,16.4,0.4,2.0,0.0,2.3
Marvin Bagley III,5.7,6.7,1.3,0.6,0.3,0.472,0.75,0.4,0.6,7,19.6,0.4,2.0,0.0,2.0
Jordan Goodwin,5.7,5.0,1.5,0.2,1.3,0.394,0.6,0.8,0.3,6,22.0,0.5,1.3,4.0,2.7
Robert Williams III,5.6,10.2,0.8,1.8,0.0,0.539,0.0,0.0,1.0,5,20.0,0.0,2.8,2.0,1.6
Luguentz Dort,5.6,3.4,0.6,0.4,0.6,0.211,0.625,1.4,0.6,5,25.9,1.0,0.2,2.0,2.4
AJ Green,5.5,2.0,0.9,0.0,0.3,0.318,0.75,1.6,0.9,8,20.3,0.4,0.1,4.0,1.6
Dalen Terry,5.5,1.7,2.5,0.7,0.2,0.483,0.5,0.3,0.3,6,17.6,0.5,2.0,6.0,1.7
Kobe Sanders,5.5,2.0,1.5,0.0,1.5,0.429,1.0,1.2,1.0,6,17.0,0.3,0.8,7.0,2.5
Jericho Sims,5.4,4.3,1.3,0.0,0.3,0.81,0.5,0.0,0.9,7,21.5,0.6,2.4,2.3,2.1
Dru Smith,5.4,3.2,3.4,0.2,1.4,0.522,1.0,0.2,1.4,5,18.0,0.4,2.2,8.7,2.8
Grant Williams,5.4,2.2,1.2,0.8,0.6,0.381,0.833,1.2,1.8,5,18.2,1.0,0.4,5.3,1.6
Ron Harper Jr.,5.4,1.0,0.6,0.0,0.2,0.588,0.0,1.4,0.2,5,10.8,0.0,0.6,0.0,0.6
Moritz Wagner,5.3,4.8,0.8,0.0,0.1,0.25,0.773,0.4,0.8,8,15.0,2.1,1.0,2.5,2.8
Sharife Cooper,5.3,2.3,2.4,0.0,0.1,0.433,0.818,0.3,1.4,7,14.5,1.3,1.6,9.3,1.3
Jonas Valanciunas,5.3,3.7,1.0,0.2,0.0,0.56,0.5,0.0,0.5,6,8.5,0.7,2.3,1.0,1.3
Jahmai Mashack,5.3,3.5,2.2,0.7,1.2,0.324,0.546,0.3,0.7,6,27.3,1.0,1.7,9.0,2.8
Yves Missi,5.3,7.7,2.0,2.3,0.2,0.591,0.6,0.0,1.3,6,22.3,1.0,2.2,6.5,1.5
Vit Krejci,5.3,3.3,1.8,0.0,0.3,0.381,0.0,1.3,1.0,4,15.5,0.0,0.8,3.5,1.0
Gary Trent Jr.,5.3,1.5,0.3,0.0,0.0,0.296,0.5,1.0,0.3,4,15.4,0.3,1.0,0.0,1.5
Will Richard,5.2,2.8,1.0,0.0,1.8,0.375,1.0,0.5,1.0,6,29.3,0.7,1.5,1.5,2.7
Andersson Garcia,5.2,8.4,2.8,0.8,1.6,0.31,0.778,0.2,1.4,5,33.8,1.4,1.6,8.2,3.2
Clint Capela,5.1,5.4,1.3,1.0,0.7,0.56,0.5,0.0,1.3,7,16.6,1.1,2.0,7.7,1.9
Jake LaRavia,5.0,4.0,2.0,0.4,0.9,0.435,0.813,0.3,0.7,7,15.9,1.9,1.1,6.0,2.1
Jaylen Clark,5.0,0.6,0.2,0.0,0.0,0.563,1.0,1.0,0.0,5,5.2,0.4,0.8,0.0,0.2
Terance Mann,5.0,3.0,1.3,0.3,0.0,0.364,0.5,0.3,1.5,4,20.0,0.8,1.8,2.8,2.5
Cormac Ryan,5.0,0.0,1.0,0.0,1.0,0.25,0.667,1.0,0.0,1,7.7,2.0,0.0,0.0,2.0
Dennis Schroder,4.9,1.9,3.7,0.1,0.3,0.367,0.9,0.4,1.0,7,19.2,1.3,1.1,15.5,2.0
Mohamed Diawara,4.9,2.6,1.7,0.0,0.0,0.316,1.0,0.9,0.7,7,14.8,0.6,0.9,6.0,0.9
Luke Kennard,4.7,1.3,1.4,0.3,0.6,0.419,1.0,0.9,0.7,7,19.6,0.1,1.0,0.8,1.4
Julian Strawther,4.6,1.2,0.6,0.0,0.2,0.474,0.0,1.0,0.2,5,8.9,0.0,0.8,1.0,0.6
Terrence Shannon Jr.,4.5,0.8,1.2,0.0,0.5,0.474,0.667,0.8,0.2,6,10.2,0.7,0.7,0.0,0.8
Aaron Holiday,4.5,0.5,1.3,0.0,0.5,0.292,1.0,0.8,1.0,4,10.6,0.3,1.0,3.7,0.8
Dylan Cardwell,4.5,8.5,1.8,0.0,0.5,0.5,0.333,0.0,0.3,4,17.0,0.5,2.0,3.0,2.5
Jordan Poole,4.5,0.5,2.5,1.0,0.0,0.267,0.0,0.5,0.5,2,17.7,0.0,1.5,2.0,2.5
Jordan Walsh,4.5,1.5,0.5,0.0,0.0,0.75,0.5,1.0,0.0,2,6.9,0.5,0.5,0.0,0.5
Ryan Nembhard,4.4,2.3,5.6,0.0,0.6,0.343,0.0,1.0,1.0,7,18.7,0.0,0.7,17.2,1.1
Dorian Finney-Smith,4.4,2.6,2.2,0.4,0.8,0.4,0.0,1.2,1.0,5,20.5,0.0,0.4,2.3,1.2
Matisse Thybulle,4.3,1.6,0.9,0.4,1.6,0.323,1.0,1.1,0.7,7,13.4,0.3,0.3,6.0,1.9
Sion James,4.3,3.7,2.2,0.2,0.5,0.438,0.75,1.0,0.7,6,19.4,1.0,0.2,6.0,1.5
Moussa Diabate,4.3,7.7,2.7,1.2,1.0,0.387,0.667,0.0,1.5,6,28.1,0.3,2.0,10.3,2.2
Drew Eubanks,4.3,4.7,1.0,1.0,0.3,0.5,0.5,0.0,0.7,3,13.0,1.0,1.7,3.0,2.0
Kris Murray,4.2,3.2,1.2,0.3,0.3,0.435,0.0,0.8,0.7,6,16.9,0.0,0.8,2.5,0.7
Kyle Anderson,4.1,3.9,3.1,0.6,0.4,0.455,0.75,0.0,1.1,7,17.7,1.3,1.4,13.0,2.1
Ryan Dunn,4.0,3.0,0.6,0.2,0.6,0.667,0.0,0.8,0.0,5,13.6,0.0,0.8,0.0,1.6
Gary Harris,4.0,0.0,0.7,0.0,0.7,0.5,0.0,1.3,0.7,3,11.5,0.0,0.0,0.5,1.3
Jase Richardson,4.0,0.5,0.0,0.0,1.5,0.6,1.0,0.5,0.0,2,6.4,0.5,1.0,0.0,0.5
Sean Pedulla,4.0,0.5,1.5,0.0,0.0,0.429,0.0,1.0,0.0,2,5.4,0.0,0.5,0.0,0.0
Bryce McGowens,4.0,1.0,3.0,1.0,1.0,0.5,1.0,0.0,1.0,1,22.5,2.0,1.0,3.0,3.0
Zyon Pullin,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1,4.9,2.0,1.0,1.5,1.0
Pete Nance,3.9,2.7,0.9,0.3,0.3,0.5,0.0,0.7,0.4,7,15.7,0.0,0.9,2.0,1.1
Anthony Gill,3.9,3.3,1.7,0.7,0.4,0.462,1.0,0.1,0.9,7,20.1,0.3,1.6,8.5,3.1
E.J. Liddell,3.8,3.2,1.5,0.8,0.3,0.526,0.0,0.5,1.0,6,12.3,0.0,1.2,3.5,1.8
Jose Alvarado,3.7,1.0,4.1,0.0,0.7,0.37,1.0,0.6,1.0,7,14.2,0.3,0.9,17.5,1.4
Gabe Vincent,3.7,0.9,1.1,0.0,0.1,0.375,1.0,0.9,0.3,7,11.9,0.3,0.4,0.5,0.7
Khaman Maluach,3.7,3.3,0.3,0.4,0.1,0.611,1.0,0.0,0.4,7,13.0,0.6,1.6,1.0,1.1
Kam Jones,3.7,1.5,3.7,0.0,0.7,0.333,0.0,1.0,1.5,6,14.1,0.0,0.3,9.7,1.8
Nate Williams,3.7,1.2,0.5,0.0,0.2,0.381,1.0,0.2,0.5,6,8.5,0.8,1.2,1.0,1.0
Noah Penda,3.6,3.3,1.8,0.1,1.0,0.4,0.833,0.5,0.5,8,15.6,0.6,0.8,4.5,1.0
